SCHOOL_ID,Short_Name,the_geom,UNIT_ID,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
610099,NORWOOD PARK,POINT (-87.80294155288021 41.9881225858973),5120,5900 N NINA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.80294155,41.98812259
610101,OGDEN,POINT (-87.62929613917672 41.89996277430423),5150,24 W WALTON ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62929614,41.89996278
610102,OGLESBY,POINT (-87.6454145342249 41.754670818856376),5170,7646 S GREEN ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64541453,41.75467082
610103,OKEEFFE,POINT (-87.57275097954222 41.7686031805346),5180,6940 S MERRILL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.57275098,41.76860318
610104,ONAHAN,POINT (-87.79310804341593 41.99374918958009),5190,6634 W RAVEN ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.79310804,41.99374919
610105,ORIOLE PARK,POINT (-87.81199888312895 41.978500804223565),5200,5424 N OKETO AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.81199888,41.97850081
610329,OROZCO,POINT (-87.6752095452831 41.85771365355449),7610,1940 W 18TH ST,ES,"1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67520954,41.85771365
610389,ORR ACADEMY,POINT (-87.72611124521967 41.8944496512862),1830,730 N PULASKI RD,HS,"9, 10, 11, 12",High School,-87.72611125,41.89444965
610107,OTIS,POINT (-87.66548131461208 41.89180532478648),5220,525 N ARMOUR ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66548131,41.89180533
610108,O'TOOLE,POINT (-87.67504161976349 41.77416461911708),5230,6550 S SEELEY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67504162,41.77416462
610277,OVERTON,POINT (-87.62011639064768 41.80564449673455),6960,221 E 49TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62011639,41.8056445
610109,OWEN,POINT (-87.7058040378265 41.74284911312189),5240,8247 S CHRISTIANA AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70580404,41.74284911
609932,OWENS,POINT (-87.62233122327038 41.66737435389337),3470,12450 S STATE ST,ES,"PK, K, 1, 2, 3",Elementary School,-87.62233122,41.66737435
610273,PADEREWSKI,POINT (-87.71735784114689 41.85094398472936),6930,2221 S LAWNDALE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71735784,41.85094399
610111,PALMER,POINT (-87.73926809906179 41.973288559610836),5260,5051 N KENNETH AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7392681,41.97328856
610115,PARK MANOR,POINT (-87.61160056299666 41.7664757425607),5290,7037 S RHODES AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61160056,41.76647574
610112,PARKER,POINT (-87.6352135562614 41.77078441765979),5270,6800 S STEWART AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63521356,41.77078442
610114,PARKMAN,POINT (-87.63299026028905 41.80176785613024),5280,245 W 51ST ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63299026,41.80176786
610116,PARKSIDE,POINT (-87.58289940498426 41.76855596486043),5300,6938 S EAST END AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.58289941,41.76855597
610262,PASSAGES CHARTER,POINT (-87.6667992984672 41.961583208458464),6850,1447 W MONTROSE AVE,ES,"K, 1, 2, 3, 4, 5",Charter,-87.6667993,41.96158321
610117,PASTEUR,POINT (-87.73272144803127 41.78689449820985),5310,5825 S KOSTNER AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73272145,41.7868945
609680,PAYTON HS,POINT (-87.63444536790621 41.90154657529029),1090,1034 N WELLS ST,HS,"9, 10, 11, 12",High School,-87.63444537,41.90154658
610119,PEABODY,POINT (-87.66420848696957 41.89980017832092),5330,1444 W AUGUSTA BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66420849,41.89980018
610120,PECK,POINT (-87.71921506585643 41.78785781543441),5340,3826 W 58TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71921507,41.78785782
610122,PEIRCE,POINT (-87.66585081258731 41.983496950768256),5360,1423 W BRYN MAWR AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66585081,41.98349695
610123,PENN,POINT (-87.72124461772512 41.858387303483205),5370,1616 S AVERS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72124462,41.8583873
609872,PEREZ,POINT (-87.65798137231202 41.85606987646022),2930,1241 W 19TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65798137,41.85606988
610126,PERSHING EAST,POINT (-87.61343252513258 41.83803197562813),5400,3113 S RHODES AVE,ES,"PK, K, 1, 2, 3",Elementary School,-87.61343252,41.83803198
610395,PERSHING WEST,POINT (-87.61828261490415 41.83652747483023),2680,3200 S CALUMET AVE,MS,"4, 5, 6, 7, 8",Elementary School,-87.61828262,41.83652748
400061,PERSPECTIVES - CALUMET CAMPUS,POINT (-87.65234645004459 41.745934349004145),1961,8131 S MAY ST,HS,"7, 8, 9, 10, 11",Charter,-87.65234645,41.74593435
400066,PERSPECTIVES - IIT MATH AND SCIENCE ACADEMY,POINT (-87.6247519138072 41.82782499599435),1964,3663 S WABASH AVE,HS,"6, 7, 8, 9, 10",Charter,-87.62475191,41.827825
400067,PERSPECTIVES - MIDDLE SCHOOL,POINT (-87.65234645004459 41.745934349004145),1963,8131 S MAY ST,MS,"7, 8",Charter,-87.65234645,41.74593435
400062,PERSPECTIVES - TECHNOLOGY HIGH SCHOOL,POINT (-87.65234645004459 41.745934349004145),1962,8131 S MAY ST,HS,"9, 10, 11",Charter,-87.65234645,41.74593435
400064,PERSPECTIVES CHARTER HS - SOUTH LOOP,POINT (-87.6285010272251 41.855964527936806),1960,1930 S ARCHER AVE,HS,"6, 7, 8, 9, 10, 11, 12",Charter,-87.62850103,41.85596453
610127,PETERSON,POINT (-87.71252741187065 41.98155783719639),5410,5510 N CHRISTIANA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71252741,41.98155784
609727,PHILLIPS AA,POINT (-87.61979543894377 41.823838807701506),1510,244 E PERSHING RD,HS,"9, 10",High School,-87.61979544,41.82383881
609727,PHILLIPS HS,POINT (-87.61979543894377 41.823838807701506),1510,244 E PERSHING RD,HS,"9, 10, 11, 12",High School,-87.61979544,41.82383881
610304,PHOENIX MILITARY HS,POINT (-87.6887422997467 41.87884747147084),7310,145 S CAMPBELL AVE,HS,"9, 10, 11, 12",High School,-87.6887423,41.87884747
610106,PICCOLO,POINT (-87.73120551093261 41.900140560404004),5210,1040 N KEELER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73120551,41.90014056
610129,PICKARD,POINT (-87.68329075218755 41.852941558230576),5430,2301 W 21ST PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68329075,41.85294156
610013,PILSEN,POINT (-87.66220819809017 41.85880772397302),4210,1420 W 17TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.6622082,41.85880773
610130,PIRIE,POINT (-87.6078898235041 41.74029907896134),5440,650 E 85TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.60788982,41.74029908
610131,PLAMONDON,POINT (-87.69252459134071 41.8602177457755),5450,2642 W 15TH PL,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69252459,41.86021775
610132,POE,POINT (-87.60636425524993 41.70263081399016),5460,10538 S LANGLEY AVE,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.60636426,41.70263081
610498,POLARIS CHARTER ACADEMY,POINT (-87.70774139373609 41.89255115606332),4150,620 N SAWYER AVE,ES,"K, 1, 2",Charter,-87.70774139,41.89255116
610134,POPE,POINT (-87.7028989766739 41.85567990751638),5480,1852 S ALBANY AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70289898,41.85567991
610135,PORTAGE PARK,POINT (-87.76100608351513 41.956946482371784),5490,5330 W BERTEAU AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76100608,41.95694648
610281,POWELL,POINT (-87.55644285192115 41.759773082006895),7010,7530 S SOUTH SHORE DR,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.55644285,41.75977308
610136,PRESCOTT,POINT (-87.66952659985924 41.92879994769316),5500,1632 W WRIGHTWOOD AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6695266,41.92879995
610258,PRICE,POINT (-87.60396465173872 41.81531516885203),6810,4351 S DREXEL BLVD,MS,"4, 5, 6, 7, 8",Elementary School,-87.60396465,41.81531517
610349,PRINCETON,POINT (-87.63310727166296 41.801051628551164),7850,5125 S PRINCETON AVE,ES,"1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63310727,41.80105163
610229,PRITZKER,POINT (-87.67776216144713 41.907094160049226),6460,2009 W SCHILLER ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67776216,41.90709416
400070,PROLOGUE EARLY COLLEGE,POINT (-87.64660783052008 41.954655747461665),1135,640 W IRVING PARK RD,HS,"9, 10, 11, 12",Contract,-87.64660783,41.95465575
609679,PROSSER HS,POINT (-87.7609932199399 41.92006039476355),1070,2148 N LONG AVE,HS,"9, 10, 11, 12",High School,-87.76099322,41.9200604
610436,PROVIDENCE ENGLEWOOD,POINT (-87.66405080189355 41.775366440144566),6700,6515 S ASHLAND AVE,ES,"K, 1, 2, 3, 4, 5, 6",Charter,-87.6640508,41.77536644
610137,PRUSSING,POINT (-87.77235903332844 41.96562013666155),5510,4650 N MENARD AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.77235903,41.96562014
610138,PULASKI,POINT (-87.68380012772342 41.91844512864131),5520,2230 W MCLEAN AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68380013,41.91844513
610139,PULLMAN G,POINT (-87.60948587229164 41.68881867430342),5530,11311 S FORRESTVILLE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60948587,41.68881868
610334,RABY HS,POINT (-87.7154241992902 41.88625121525945),7690,3545 W FULTON BLVD,HS,"9, 10, 11, 12",High School,-87.7154242,41.88625122
609941,RANDOLPH,POINT (-87.67591054247687 41.76061488811764),3550,7316 S HOYNE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67591054,41.76061489
610141,RAVENSWOOD,POINT (-87.67086728153791 41.960746649381576),5550,4332 N PAULINA ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67086728,41.96074665
610142,RAY,POINT (-87.59480706434535 41.7923470758776),5560,5631 S KIMBARK AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.59480706,41.79234708
610143,REAVIS,POINT (-87.60492453928984 41.80413263204811),5580,834 E 50TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60492454,41.80413263
610264,REED,POINT (-87.63506171332587 41.77837032921262),6870,6350 S STEWART AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63506171,41.77837033
610144,REILLY,POINT (-87.71953974025166 41.94105283493649),5590,3650 W SCHOOL ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71953974,41.94105284
610145,REINBERG,POINT (-87.76903774427106 41.94301797589825),5600,3425 N MAJOR AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76903774,41.94301798
610146,REVERE,POINT (-87.60017616990878 41.76415470029366),5610,1010 E 72ND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60017617,41.7641547
609682,RICHARDS HS,POINT (-87.66233284846568 41.8028806086437),1110,5009 S LAFLIN ST,HS,"9, 10, 11, 12",High School,-87.66233285,41.80288061
610390,RICKOVER MILITARY HS,POINT (-87.6651696096604 41.98903356585579),7140,5900 N GLENWOOD AVE,HS,"9, 10, 11",High School,-87.66516961,41.98903357
610374,ROBESON AA,POINT (-87.63720769253405 41.76971322477931),7570,6835 S NORMAL BLVD,HS,"9, 10",High School,-87.63720769,41.76971323
609707,ROBESON HS,POINT (-87.63720769253405 41.76971322477931),1320,6835 S NORMAL BLVD,HS,"9, 10, 11, 12",High School,-87.63720769,41.76971323
610256,ROBINSON,POINT (-87.59911565454607 41.81733042575156),6780,4225 S LAKE PARK AVE,ES,"PK, K, 1, 2, 3",Elementary School,-87.59911565,41.81733043
610147,ROGERS,POINT (-87.69724058386538 42.015265450457306),5630,7345 N WASHTENAW AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69724058,42.01526545
609728,ROOSEVELT HS,POINT (-87.71481790381694 41.96478672951769),1520,3436 W WILSON AVE,HS,"9, 10, 11, 12",High School,-87.7148179,41.96478673
610150,ROSS,POINT (-87.62374441924648 41.78379603363177),5650,6059 S WABASH AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62374442,41.78379603
610308,RUDOLPH,POINT (-87.66942281505611 41.883609397318956),7350,110 N PAULINA ST,ES,"PK, 1, 2, 3",Elementary School,-87.66942282,41.8836094
610152,RUGGLES,POINT (-87.61812140842093 41.75194489098295),5660,7831 S PRAIRIE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61812141,41.75194489
610125,RUIZ,POINT (-87.68068949130789 41.8481018230113),5390,2410 S LEAVITT ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68068949,41.84810182
610153,RYDER,POINT (-87.63878775251368 41.73538017819868),5670,8716 S WALLACE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63878775,41.73538018
610154,RYERSON,POINT (-87.71874221252197 41.893236487574015),5680,646 N LAWNDALE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71874221,41.89323649
610342,SABIN,POINT (-87.68304876013809 41.9067746605659),7790,2216 W HIRSCH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68304876,41.90677466
610250,SALAZAR,POINT (-87.63372951759102 41.90137598246559),6720,160 W WENDELL ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63372952,41.90137598
610226,SANDOVAL,POINT (-87.71093233655631 41.792346957242984),6430,5534 S SAINT LOUIS AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71093234,41.79234696
610017,SAUCEDO,POINT (-87.69731444465745 41.847899564498164),4250,2850 W 24TH BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69731445,41.84789957
610155,SAUGANASH,POINT (-87.74590458690382 41.99114751512771),5690,6040 N KILPATRICK AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.74590459,41.99114752
610157,SAWYER,POINT (-87.70495077965441 41.797499066542805),5710,5248 S SAWYER AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70495078,41.79749907
610158,SAYRE,POINT (-87.79866560986436 41.914151526979445),5720,1850 N NEWLAND AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.79866561,41.91415153
610159,SCAMMON,POINT (-87.73217984540493 41.94171876205709),5730,4201 W HENDERSON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73217985,41.94171876
610162,SCHILLER,POINT (-87.64484018568822 41.90506797102743),5760,640 W SCOTT ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64484019,41.90506797
610178,SCHMID,POINT (-87.59698680049462 41.71698782713412),5950,9755 S GREENWOOD AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5969868,41.71698783
610164,SCHNEIDER,POINT (-87.68061712908191 41.93579378763194),5790,2957 N HOYNE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68061713,41.93579379
610311,SCHOOL OF ENTRP HS,POINT (-87.57969896440673 41.756196276226845),7380,7627 S CONSTANCE AVE,HS,"9, 10, 11, 12",High School,-87.57969896,41.75619628
610297,SCHOOL OF LEADERSHIP HS,POINT (-87.57969896440673 41.756196276226845),7230,7627 S CONSTANCE AVE,HS,"9, 10, 11, 12",High School,-87.57969896,41.75619628
610296,SCHOOL OF TECHNOLOGY HS,POINT (-87.57973811535162 41.75795612301897),7220,7529 S CONSTANCE AVE,HS,"9, 10, 11, 12",High School,-87.57973812,41.75795612
610310,SCHOOL OF THE ARTS HS,POINT (-87.57973811535162 41.75795612301897),7370,7529 S CONSTANCE AVE,HS,"9, 10, 11, 12",High School,-87.57973812,41.75795612
610165,SCHUBERT,POINT (-87.76124557360825 41.93040216120385),5800,2727 N LONG AVE,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.76124557,41.93040216
609729,SCHURZ HS,POINT (-87.7356468463963 41.94633257721887),1530,3601 N MILWAUKEE AVE,HS,"9, 10, 11, 12",High School,-87.73564685,41.94633258
610377,SENN AA,POINT (-87.6651696096604 41.98903356585579),7650,5900 N GLENWOOD AVE,HS,"9, 10",High School,-87.66516961,41.98903357
609730,SENN HS,POINT (-87.6651696096604 41.98903356585579),1540,5900 N GLENWOOD AVE,HS,"9, 10, 11, 12",High School,-87.66516961,41.98903357
610167,SEWARD,POINT (-87.66871699667286 41.81033400045553),5820,4600 S HERMITAGE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.668717,41.810334
610169,SEXTON,POINT (-87.60857790821146 41.78518360340652),5830,6020 S LANGLEY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60857791,41.7851836
400073,SHABAZZ CHARTER,POINT (-87.60030951232866 41.752457814389466),4520,7823 S ELLIS AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.60030951,41.75245782
610081,SHERIDAN,POINT (-87.64134040375556 41.84444131923448),4920,533 W 27TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6413404,41.84444132
610172,SHERMAN,POINT (-87.65020664450023 41.799726557596564),5890,1000 W 52ND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65020664,41.79972656
610173,SHERWOOD,POINT (-87.63227930796789 41.79084140346735),5900,245 W 57TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63227931,41.7908414
610174,SHIELDS,POINT (-87.68959221495521 41.81591021477076),5910,4250 S ROCKWELL ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68959222,41.81591022
610175,SHOESMITH,POINT (-87.59390394199548 41.804252856139264),5920,1330 E 50TH ST,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.59390394,41.80425286
610176,SHOOP,POINT (-87.65926639592347 41.69042500428139),5930,1460 W 112TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6592664,41.69042501
609692,SIMEON HS,POINT (-87.63546422552152 41.74578943912119),1150,8147 S VINCENNES AVE,HS,"9, 10, 11, 12",High School,-87.63546423,41.74578944
609750,SIMPSON ALT HS,POINT (-87.66877728283272 41.864364645519004),1750,1321 S PAULINA ST,HS,"7, 8, 9, 10, 11, 12",High School,-87.66877728,41.86436465
610042,SIZEMORE - SHABAZZ,POINT (-87.66235274890182 41.741305178167565),5130,1540 W 84TH ST,ES,"K, 1, 2, 3, 4, 6, 7, 8",Charter,-87.66235275,41.74130518
610177,SKINNER,POINT (-87.64575046142215 41.90777171159742),5940,1443 N OGDEN AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64575046,41.90777171
609978,SMITH,POINT (-87.60465918598045 41.70751646233342),3870,744 E 103RD ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60465919,41.70751646
610179,SMYSER,POINT (-87.7819194045091 41.958868961924225),5960,4310 N MELVINA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7819194,41.95886896
610180,SMYTH,POINT (-87.65344534818128 41.86539218100261),5970,1059 W 13TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65344535,41.86539218
610383,SOCIAL JUSTICE HS,POINT (-87.7341032935916 41.8360359309467),7600,3120 S KOSTNER AVE,HS,"9, 10, 11",High School,-87.73410329,41.83603593
610182,SOLOMON,POINT (-87.72398745820183 41.993942871450734),5980,6206 N HAMLIN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72398746,41.99394287
610160,SONGHAI,POINT (-87.62514930133467 41.680873004343674),5740,11725 S PERRY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6251493,41.68087301
610286,SOUTH CHICAGO COMM,POINT (-87.5502772975725 41.74484771885606),7090,8255 S HOUSTON AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5502773,41.74484772
609990,SOUTH LOOP,POINT (-87.62855994319823 41.8668753118424),3960,1212 S PLYMOUTH CT,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62855994,41.86687531
609745,SOUTHSIDE OCC HS,POINT (-87.67589179484263 41.7598531780834),1700,7342 S HOYNE AVE,HS,"9, 10, 11, 12",High School,-87.6758918,41.75985318
610183,SPENCER,POINT (-87.75038967065132 41.88487748671927),6000,214 N LAVERGNE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.75038967,41.88487749
610184,SPRY,POINT (-87.69903574503986 41.848161930567805),6010,2400 S MARSHALL BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69903575,41.84816193
610357,SPRY HS,POINT (-87.69903574503986 41.848161930567805),7930,2400 S MARSHALL BLVD,HS,"9, 10, 11, 12",High School,-87.69903575,41.84816193
610339,STAGG,POINT (-87.64916172576902 41.75892552445418),7760,7424 S MORGAN ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64916173,41.75892553
609732,STEINMETZ HS,POINT (-87.78346012107535 41.935634517173796),1560,3030 N MOBILE AVE,HS,"9, 10, 11, 12",High School,-87.78346012,41.93563452
610185,STEVENSON,POINT (-87.73161073617992 41.74710796209712),6030,8010 S KOSTNER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73161074,41.74710796
610187,STEWART,POINT (-87.65614404027984 41.96435303411238),6040,4525 N KENMORE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65614404,41.96435303
610163,STOCK,POINT (-87.81419640257567 42.016932783328116),5770,7507 W BIRCHWOOD AVE,ES,PK,Elementary School,-87.8141964,42.01693278
610189,STOCKTON,POINT (-87.66379781054022 41.962308056905414),6060,4420 N BEACON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66379781,41.96230806
610191,STONE,POINT (-87.68484793432359 41.99535770230554),6070,6239 N LEAVITT ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68484793,41.9953577
610192,STOWE,POINT (-87.71331678286344 41.91189692153563),6080,3444 W WABANSIA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71331678,41.91189692
610405,SUDER MONTESSORI,POINT (-87.6776348739858 41.883173368441085),6340,2022 W WASHINGTON BLVD,ES,"PK, K, 1, 2",Elementary School,-87.67763487,41.88317337
610193,SULLIVAN,POINT (-87.54298256261245 41.74382788825092),6100,8331 S MACKINAW AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.54298256,41.74382789
609733,SULLIVAN HS,POINT (-87.66924731548781 42.00268661224467),1570,6631 N BOSWORTH AVE,HS,"9, 10, 11, 12",High School,-87.66924732,42.00268661
610194,SUMNER,POINT (-87.73350460083527 41.87078984178116),6110,4320 W 5TH AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7335046,41.87078984
610195,SUTHERLAND,POINT (-87.67687609154666 41.71144412821944),6120,10015 S LEAVITT ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67687609,41.71144413
610196,SWIFT,POINT (-87.65824091456217 41.989139993511166),6130,5900 N WINTHROP AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65824091,41.98913999
609734,TAFT HS,POINT (-87.79154653403464 41.98291982885756),1580,6530 W BRYN MAWR AVE,HS,"7, 8, 9, 10, 11, 12",High School,-87.79154653,41.98291983
610197,TALCOTT,POINT (-87.6737215165638 41.89236346066162),6140,1840 W OHIO ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67372152,41.89236346
610249,TALMAN,POINT (-87.69020584232011 41.79404898789055),6680,5450 S TALMAN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69020584,41.79404899
610279,TANNER,POINT (-87.60673606315267 41.7606734128315),6970,7350 S EVANS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60673606,41.76067341
610396,TARKINGTON,POINT (-87.70529902361699 41.764383003060495),7160,3300 W 71ST ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70529902,41.764383
610198,TAYLOR,POINT (-87.5329158249764 41.715470365399284),6150,9912 S AVE H,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.53291582,41.71547037
610506,TEAM ENGLEWOOD COMMUNITY ACADEMY,POINT (-87.63503366312872 41.78150489219292),8080,6201 S STEWART AVE,HS,9,High School,-87.63503366,41.78150489
609921,TELPOCHCALLI,POINT (-87.69662970242787 41.847909746704545),3380,2832 W 24TH BLVD,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6966297,41.84790975
610504,THOMAS,POINT (-87.67759687369599 41.82777415459995),6710,3625 S HOYNE AVE,ES,PK,Elementary School,-87.67759687,41.82777416
610200,"THORP, J",POINT (-87.54442350033864 41.73332990513444),6180,8914 S BUFFALO AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5444235,41.73332991
610201,"THORP, O",POINT (-87.77763043650064 41.948530154906955),6190,6024 W WARWICK AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.77763044,41.94853016
