the_geom,Short_Name,School_ID,Network,Address,Zip,Governance,Grade_Cat,Grades,Lat,Long,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
POINT (-87.75880329372156 41.775464260680124),GRIMES,609956,Network 10,5450 W 64TH PL,60638,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.77546426,-87.75880329,1(773)535-2364,10,CLEARING,13,Marty Quinn
POINT (-87.69936418519978 41.81300736946093),GUNSAULUS,609958,ISP,4420 S SACRAMENTO AVE,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.81300737,-87.69936419,1(773)535-7215,8,BRIGHTON PARK,15,Toni L. Foulkes
POINT (-87.63380633095656 41.849958315448625),HAINES,609959,Network 6,247 W 23RD PL,60616,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.84995832,-87.63380633,1(773)534-9200,6,ARMOUR SQUARE,25,Daniel S. Solis
POINT (-87.7765787090829 41.78019173126069),HALE,609960,Network 10,6140 S MELVINA AVE,60638,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.78019173,-87.77657871,1(773)535-2265,10,CLEARING,13,Marty Quinn
POINT (-87.55186171886463 41.74375308254673),NINOS HEROES,609961,Network 12,8344 S COMMERCIAL AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74375308,-87.55186172,1(773)535-6694,12,SOUTH CHICAGO,7,Gregory Mitchell
POINT (-87.67086537303385 41.9452196541829),HAMILTON,609963,ISP,1650 W CORNELIA AVE,60657,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.94521966,-87.67086537,1(773)534-5484,4,LAKE VIEW,47,Ameya Pawar
POINT (-87.66117465983926 41.807241557294766),HAMLINE,609964,Network 8,4747 S BISHOP ST,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.80724156,-87.66117466,1(773)535-4565,8,NEW CITY,20,Willie B. Cochran
POINT (-87.69624330091553 41.852719134125216),HAMMOND,609966,Network 7,2819 W 21ST PL,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.85271913,-87.6962433,1(773)535-4580,7,SOUTH LAWNDALE,12,George A. Cardenas
POINT (-87.68566784266554 41.84921490516214),FINKL,609967,Network 7,2332 S WESTERN AVE,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.84921491,-87.68566784,1(773)535-5850,7,LOWER WEST SIDE,25,Daniel S. Solis
POINT (-87.72393113204004 41.91481634101467),MCAULIFFE,609968,Network 4,1841 N SPRINGFIELD AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.91481634,-87.72393113,1(773)534-4400,4,HERMOSA,26,Roberto Maldonado
POINT (-87.58685459669739 41.793447242937695),HARTE,609969,Network 9,1556 E 56TH ST,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79344724,-87.5868546,1(773)535-0870,9,HYDE PARK,5,Leslie A. Hairston
POINT (-87.63273687422281 41.757340541424945),HARVARD,609971,AUSL,7525 S HARVARD,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.75734054,-87.63273687,1(773)535-3045,11,GREATER GRAND CROSSING,6,Roderick T. Sawyer
POINT (-87.72312803497978 41.96402870839728),HAUGAN,609972,Network 1,4540 N HAMLIN AVE,60625,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.96402871,-87.72312804,1(773)534-5040,1,ALBANY PARK,35,Rey Colon
POINT (-87.73431332380997 41.841393803375034),ZAPATA,609973,ISP,2728 S KOSTNER AVE,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8413938,-87.73431332,1(773)534-1390,7,SOUTH LAWNDALE,22,Ricardo Munoz
POINT (-87.65770887713292 41.9422754880435),HAWTHORNE,609974,ISP,3319 N CLIFTON AVE,60657,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.94227549,-87.65770888,1(773)534-5550,4,LAKE VIEW,44,Thomas Tunney
POINT (-87.75581325276387 41.89917135484533),HAY,609975,Network 3,1018 N LARAMIE AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.89917136,-87.75581325,1(773)534-6000,3,AUSTIN,37,Emma M. Mitts
POINT (-87.6685037746682 41.9945408856925),HAYT,609976,Network 2,1518 W GRANVILLE AVE,60660,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.99454089,-87.66850377,1(773)534-2040,2,EDGEWATER,48,Harry Osterman
POINT (-87.59439199560451 41.773365531535546),WOODLAWN,609977,Network 9,6657 S KIMBARK AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.77336553,-87.594392,1(773)535-0801,9,WOODLAWN,5,Leslie A. Hairston
POINT (-87.60466040818855 41.707557616833554),SMITH,609978,Network 13,744 E 103RD ST,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.70755762,-87.60466041,1(773)535-5689,13,PULLMAN,8,Michelle A. Harris
POINT (-87.64034074985236 41.83959485551953),HEALY,609979,Network 6,3010 S PARNELL AVE,60616,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.83959486,-87.64034075,1(773)534-9190,6,BRIDGEPORT,11,James A. Balcer
POINT (-87.7457260568699 41.80817499924241),HEARST,609981,Network 10,4640 S LAMON AVE,60638,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.808175,-87.74572606,1(773)535-2376,10,GARFIELD RIDGE,22,Ricardo Munoz
POINT (-87.67332725897988 41.80711213143929),HEDGES,609983,Network 8,4747 S WINCHESTER AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.80711213,-87.67332726,1(773)535-7360,8,NEW CITY,15,Toni L. Foulkes
POINT (-87.73580189345245 41.87866464687076),HEFFERAN,609985,Network 5,4409 W WILCOX ST,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87866465,-87.73580189,1(773)534-6192,5,WEST GARFIELD PARK,28,Jason C. Ervin
POINT (-87.67188730720532 41.79059128647526),HENDERSON,609986,Network 11,5650 S WOLCOTT AVE,60636,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79059129,-87.67188731,1(773)535-9080,11,WEST ENGLEWOOD,15,Toni L. Foulkes
POINT (-87.63366447727905 41.815787750861396),HENDRICKS,609987,Network 9,4316 S PRINCETON AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.81578775,-87.63366448,1(773)535-1696,9,FULLER PARK,3,Patricia R. Dowell
POINT (-87.71563237170022 41.95898879701257),HENRY,609988,Network 1,4250 N SAINT LOUIS AVE,60618,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.9589888,-87.71563237,1(773)534-5060,1,IRVING PARK,35,Rey Colon
POINT (-87.62861500383094 41.86687450538593),SOUTH LOOP,609990,ISP,1212 S PLYMOUTH CT,60605,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.86687451,-87.628615,1(773)534-8690,6,NEAR SOUTH SIDE,3,Patricia R. Dowell
POINT (-87.71899385437372 41.862081296189544),HERZL,609991,AUSL,3711 W DOUGLAS BLVD,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8620813,-87.71899385,1(773)534-1480,5,NORTH LAWNDALE,24,Michael D. Chandler
POINT (-87.67218159330169 41.80977029629537),LARA,609993,Network 8,4619 S WOLCOTT AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8097703,-87.67218159,1(773)535-4389,8,NEW CITY,15,Toni L. Foulkes
POINT (-87.71036161379189 41.97033523440857),HIBBARD,609994,Network 1,3244 W AINSLIE ST,60625,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.97033524,-87.71036161,1(773)534-5191,1,ALBANY PARK,33,Deborah Mell
POINT (-87.77912305214302 41.98367169519542),HITCH,609995,Network 1,5625 N MCVICKER AVE,60646,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9836717,-87.77912305,1(773)534-1189,1,NORWOOD PARK,45,John Arena
POINT (-87.65379166831435 41.838027387031694),HOLDEN,609996,Network 6,1104 W 31ST ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.83802739,-87.65379167,1(773)535-7200,6,BRIDGEPORT,11,James A. Balcer
POINT (-87.64979535548208 41.79378764864115),HOLMES,609997,Network 11,955 W GARFIELD BLVD,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79378765,-87.64979536,1(773)535-9025,11,ENGLEWOOD,16,JoAnn Thompson
POINT (-87.75939838514245 41.89361221058601),HOWE,610000,AUSL,720 N LOREL AVE,60644,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.89361221,-87.75939839,1(773)534-6060,3,AUSTIN,37,Emma M. Mitts
POINT (-87.5682281016789 41.73333775178664),HOYNE,610002,Network 12,8905 S CRANDON AVE,60617,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.73333775,-87.5682281,1(773)535-6425,12,CALUMET HEIGHTS,7,Gregory Mitchell
POINT (-87.6536334470717 41.74245162654451),CUFFE,610003,Network 11,8324 S RACINE AVE,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74245163,-87.65363345,1(773)535-8250,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
POINT (-87.611244458428 41.70033514086694),CULLEN,610004,Network 13,10650 S EBERHART AVE,60628,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.70033514,-87.61124446,1(773)535-5375,13,ROSELAND,9,Anthony A. Beale
POINT (-87.73177738714124 41.86051773774005),HUGHES C,610005,Network 5,4247 W 15TH ST,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.86051774,-87.73177739,1(773)534-1762,5,NORTH LAWNDALE,24,Michael D. Chandler
POINT (-87.71954083263259 41.76678528121033),HURLEY,610006,Network 10,3849 W 69TH PL,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76678528,-87.71954083,1(773)535-2068,10,WEST LAWN,13,Marty Quinn
POINT (-87.65336555308967 41.871254823914555),GALILEO,610009,Network 6,820 S CARPENTER ST,60607,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.87125482,-87.65336555,1(773)534-7070,6,NEAR WEST SIDE,25,Daniel S. Solis
POINT (-87.67580971870883 41.93924749646116),JAHN,610010,Network 4,3149 N WOLCOTT AVE,60657,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9392475,-87.67580972,1(773)534-5500,4,NORTH CENTER,32,Scott Waguespack
POINT (-87.70052941984592 41.98464077590956),JAMIESON,610011,Network 2,5650 N MOZART ST,60659,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.98464078,-87.70052942,1(773)534-2395,2,WEST RIDGE,40,Patrick O'Connor
POINT (-87.64105555968784 41.902054841191266),JENNER,610012,Network 6,1119 N CLEVELAND AVE,60610,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90205484,-87.64105556,1(773)534-8440,6,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
POINT (-87.66220943343347 41.858848875127656),PILSEN,610013,Network 7,1420 W 17TH ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.85884888,-87.66220943,1(773)534-7675,7,LOWER WEST SIDE,25,Daniel S. Solis
POINT (-87.65230159448453 41.85806477637944),JUNGMAN,610015,Network 7,1746 S MILLER ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.85806478,-87.65230159,1(773)534-7375,7,LOWER WEST SIDE,25,Daniel S. Solis
POINT (-87.67723250603343 41.72526343941196),KELLOGG,610016,Network 10,9241 S LEAVITT ST,60620,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.72526344,-87.67723251,1(773)535-2590,10,BEVERLY,19,Matthew J. O'Shea
POINT (-87.69731553741838 41.84794071549516),SAUCEDO,610017,Network 7,2850 W 24TH BLVD,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.84794072,-87.69731554,1(773)534-1770,7,SOUTH LAWNDALE,12,George A. Cardenas
POINT (-87.64089202544183 41.776452809875806),KERSHAW,610019,Network 11,6450 S LOWE AVE,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.77645281,-87.64089203,1(773)535-3050,11,ENGLEWOOD,20,Willie B. Cochran
POINT (-87.71423364672151 41.90450276371701),CASALS,610021,AUSL,3501 W POTOMAC AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90450276,-87.71423365,1(773)534-4444,5,HUMBOLDT PARK,26,Roberto Maldonado
POINT (-87.6682224666446 42.00364046247936),KILMER,610022,Network 2,6700 N GREENVIEW AVE,60626,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.00364046,-87.66822247,1(773)534-2115,2,ROGERS PARK,49,Joe A. Moore
POINT (-87.71601740734381 41.84848776988237),CARDENAS,610024,Network 7,2345 S MILLARD AVE,60623,District,ES,"PK, K, 1, 2, 3",41.84848777,-87.71601741,1(773)534-1465,7,SOUTH LAWNDALE,22,Ricardo Munoz
POINT (-87.77948259998581 41.78996463373201),KINZIE,610026,ISP,5625 S MOBILE AVE,60638,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.78996463,-87.7794826,1(773)535-2425,10,GARFIELD RIDGE,13,Marty Quinn
POINT (-87.63952072119606 41.72362690530607),KIPLING,610027,Network 11,9351 S LOWE AVE,60620,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.72362691,-87.63952072,1(773)535-3151,11,WASHINGTON HEIGHTS,21,"Howard B. Brookins, Jr."
POINT (-87.66509327199046 41.90888612755934),LOZANO,610029,Network 6,1501 N GREENVIEW AVE,60642,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90888613,-87.66509327,1(773)534-4750,6,WEST TOWN,2,Bob Fioretti
POINT (-87.60248144781133 41.79800187755761),KOZMINSKI,610030,Network 9,936 E 54TH ST,60615,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79800188,-87.60248145,1(773)535-0980,9,HYDE PARK,5,Leslie A. Hairston
POINT (-87.65250013920128 41.7192919470327),GREEN,610032,Network 11,1150 W 96TH ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.71929195,-87.65250014,1(773)535-2575,11,WASHINGTON HEIGHTS,21,"Howard B. Brookins, Jr."
POINT (-87.6375648635131 41.913899532240116),LASALLE,610033,Network 4,1734 N ORLEANS ST,60614,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.91389953,-87.63756486,1(773)534-8470,4,LINCOLN PARK,43,Michele Smith
POINT (-87.71295678680646 41.8629600240244),LAWNDALE,610034,Network 5,3500 W DOUGLAS BLVD,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.86296002,-87.71295679,1(773)534-1635,5,NORTH LAWNDALE,24,Michael D. Chandler
POINT (-87.75454995058135 41.90682604943746),LEWIS,610036,AUSL,1431 N LEAMINGTON AVE,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90682605,-87.75454995,1(773)534-3060,3,AUSTIN,37,Emma M. Mitts
POINT (-87.65993281795551 41.7976848317794),LIBBY,610037,Network 11,5300 S LOOMIS BLVD,60609,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.79768483,-87.65993282,1(773)535-9050,11,NEW CITY,20,Willie B. Cochran
POINT (-87.64449730395249 41.92452481554802),LINCOLN,610038,Network 4,615 W KEMPER PL,60614,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.92452482,-87.6444973,1(773)534-5720,4,LINCOLN PARK,43,Michele Smith
POINT (-87.70263467430392 41.94000927950655),VON LINNE,610039,Network 4,3221 N SACRAMENTO AVE,60618,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.94000928,-87.70263467,1(773)534-5262,4,AVONDALE,33,Deborah Mell
POINT (-87.74851501351564 41.91881409549009),LLOYD,610040,ISP,2103 N LAMON AVE,60639,District,ES,"PK, K, 1, 2, 3, 4, 5",41.9188141,-87.74851501,1(773)534-3070,3,BELMONT CRAGIN,36,Nicholas Sposato
POINT (-87.79560407108775 41.93176235386544),LOCKE J,610041,Network 3,2828 N OAK PARK AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.93176235,-87.79560407,1(773)534-3300,3,MONTCLARE,36,Nicholas Sposato
POINT (-87.7839188468446 41.91271802632649),LOVETT,610043,Network 3,6333 W BLOOMINGDALE AVE,60639,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.91271803,-87.78391885,1(773)534-3130,3,AUSTIN,29,Chris Taliaferro
POINT (-87.71021700196137 41.906519590642205),LOWELL,610044,Network 5,3320 W HIRSCH ST,60651,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90651959,-87.710217,1(773)534-4300,5,HUMBOLDT PARK,26,Roberto Maldonado
POINT (-87.77717419891789 41.93419216195367),LYON,610046,Network 3,2941 N MCVICKER AVE,60634,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.93419216,-87.7771742,1(773)534-3120,3,BELMONT CRAGIN,30,Ariel E. Reboyras
POINT (-87.59071239557854 41.7595480593299),MADISON,610047,Network 12,7433 S DORCHESTER AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.75954806,-87.5907124,1(773)535-0551,12,SOUTH SHORE,8,Michelle A. Harris
POINT (-87.63982651349252 41.90824688157034),MANIERRE,610048,Network 4,1420 N HUDSON AVE,60610,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90824688,-87.63982651,1(773)534-8456,4,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
POINT (-87.75815425697515 41.920154769734886),NORTHWEST,610051,Network 3,5252 W PALMER ST,60639,District,ES,"6, 7, 8",41.92015477,-87.75815426,1(773)534-3250,3,BELMONT CRAGIN,36,Nicholas Sposato
POINT (-87.57481563733104 41.74827412688152),MANN,610052,Network 12,8050 S CHAPPEL AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74827413,-87.57481564,1(773)535-6640,12,SOUTH CHICAGO,8,Michelle A. Harris
POINT (-87.69702979923206 41.77388107943701),MARQUETTE,610053,AUSL,6550 S RICHMOND ST,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.77388108,-87.6970298,1(773)535-9260,10,CHICAGO LAWN,17,Latasha R. Thomas
POINT (-87.552483426299 41.71658801422081),MARSH,610054,Network 13,9822 S EXCHANGE AVE,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.71658802,-87.55248343,1(773)535-6430,13,SOUTH DEERING,10,Susie Sadlowski Garza
POINT (-87.70809202044725 41.87971359062364),FARADAY,610055,Network 5,3250 W MONROE ST,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87971359,-87.70809202,1(773)534-6670,5,EAST GARFIELD PARK,28,Jason C. Ervin
POINT (-87.73167243317674 41.85686370029008),MASON,610056,Network 5,4217 W 18TH ST,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8568637,-87.73167243,1(773)534-1530,5,NORTH LAWNDALE,24,Michael D. Chandler
POINT (-87.69211506377934 41.780903897781826),FAIRFIELD,610057,Network 10,6201 S FAIRFIELD AVE,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7809039,-87.69211506,1(773)535-9500,10,CHICAGO LAWN,16,JoAnn Thompson
POINT (-87.6572874390699 41.9232035215517),MAYER,610059,Network 4,2250 N CLIFTON AVE,60614,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.92320352,-87.65728744,1(773)534-5535,4,LINCOLN PARK,43,Michele Smith
POINT (-87.66098467185456 41.87429963784802),JACKSON A,610060,Network 6,1340 W HARRISON ST,60607,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.87429964,-87.66098467,1(773)534-7000,6,NEAR WEST SIDE,28,Jason C. Ervin
POINT (-87.64110257532762 41.82999286271181),MCCLELLAN,610062,Network 6,3527 S WALLACE ST,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.82999286,-87.64110258,1(773)535-1732,6,BRIDGEPORT,11,James A. Balcer
POINT (-87.70630009267421 41.842267165253034),MCCORMICK,610063,Network 7,2712 S SAWYER AVE,60623,District,ES,"PK, K, 1, 2, 3, 4, 5",41.84226717,-87.70630009,1(773)535-7252,7,SOUTH LAWNDALE,22,Ricardo Munoz
POINT (-87.60935721102054 41.77542384358335),TILL,610065,Network 9,6543 S CHAMPLAIN AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.77542384,-87.60935721,1(773)535-0570,9,WOODLAWN,20,Willie B. Cochran
POINT (-87.61921444366602 41.73454990758765),MCDADE,610066,Network 12,8801 S INDIANA AVE,60619,District,ES,"K, 1, 2, 3, 4, 5, 6",41.73454991,-87.61921444,1(773)535-3669,12,CHATHAM,9,Anthony A. Beale
POINT (-87.69178650208616 41.76814276384329),MCKAY,610067,Network 10,6901 S FAIRFIELD AVE,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76814276,-87.6917865,1(773)535-9340,10,CHICAGO LAWN,17,Latasha R. Thomas
POINT (-87.76151477061356 41.92395525728403),HANSON PARK,610068,Network 3,5411 W FULLERTON AVE,60639,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.92395526,-87.76151477,1(773)534-3100,3,BELMONT CRAGIN,36,Nicholas Sposato
POINT (-87.67628825215505 41.967846866944384),MCPHERSON,610070,Network 2,4728 N WOLCOTT AVE,60640,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.96784687,-87.67628825,1(773)534-2625,2,LINCOLN SQUARE,47,Ameya Pawar
POINT (-87.68318458636575 41.89208216526377),MITCHELL,610073,ISP,2233 W OHIO ST,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.89208217,-87.68318459,1(773)534-7655,5,WEST TOWN,26,Roberto Maldonado
POINT (-87.71922375096231 41.92998860303459),MONROE,610074,Network 4,3651 W SCHUBERT AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9299886,-87.71922375,1(773)534-4155,4,LOGAN SQUARE,35,Rey Colon
POINT (-87.69694138617929 41.91250548308736),MOOS,610076,ISP,1711 N CALIFORNIA AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.91250548,-87.69694139,1(773)534-4340,5,WEST TOWN,1,Proco (Joe) Moreno III
POINT (-87.68854925525291 41.78431328076809),MORRILL,610077,Network 10,6011 S ROCKWELL ST,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.78431328,-87.68854926,1(773)535-9288,10,CHICAGO LAWN,16,JoAnn Thompson
POINT (-87.65157334215013 41.94900330015414),INTER-AMERICAN,610078,Network 4,851 W WAVELAND AVE,60613,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9490033,-87.65157334,1(773)534-5490,4,LAKE VIEW,44,Thomas Tunney
POINT (-87.64133980576402 41.84440015810834),SHERIDAN,610081,Network 6,533 W 27TH ST,60616,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.84440016,-87.64133981,1(773)534-9120,6,BRIDGEPORT,11,James A. Balcer
POINT (-87.70580994472903 41.6957338615494),MOUNT GREENWOOD,610082,ISP,10841 S HOMAN AVE,60655,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.69573386,-87.70580994,1(773)535-2786,10,MOUNT GREENWOOD,19,Matthew J. O'Shea
POINT (-87.78963033157311 41.97012488233337),BEARD,610083,Network 1,6445 W STRONG ST,60656,District,ES,"PK, K, 1, 2, 3",41.97012488,-87.78963033,1(773)534-1228,1,NORWOOD PARK,45,John Arena
POINT (-87.69727833700603 41.69717033376076),KELLER,610084,ISP,3020 W 108TH ST,60655,District,ES,"1, 2, 3, 4, 5, 6, 7, 8",41.69717033,-87.69727834,1(773)535-2636,10,MOUNT GREENWOOD,19,Matthew J. O'Shea
POINT (-87.64765248687098 41.70195211636729),MOUNT VERNON,610086,Network 13,10540 S MORGAN ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.70195212,-87.64765249,1(773)535-2825,13,WASHINGTON HEIGHTS,34,Carrie M. Austin
POINT (-87.79060442456863 41.77655626926709),BLAIR,610087,Network 10,6751 W 63RD PL,60638,District,ES,"PK, K, 1, 2",41.77655627,-87.79060442,1(773)535-2076,10,CLEARING,23,Michael R. Zalewski
POINT (-87.72188814467631 41.92090964906956),MOZART,610088,Network 4,2200 N HAMLIN AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.92090965,-87.72188814,1(773)534-4160,4,LOGAN SQUARE,35,Rey Colon
POINT (-87.7168318552293 41.9500777530905),MURPHY,610089,Network 1,3539 W GRACE ST,60618,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.95007775,-87.71683186,1(773)534-5223,1,IRVING PARK,35,Rey Colon
POINT (-87.5933404053317 41.79853548435717),MURRAY,610090,Network 9,5335 S KENWOOD AVE,60615,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.79853549,-87.59334041,1(773)535-0585,9,HYDE PARK,4,"William ""Will"" D. Burns"
POINT (-87.638957725196 41.66487334928807),BROWN R,610091,Network 13,12607 S UNION AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.66487335,-87.63895773,1(773)535-5385,13,WEST PULLMAN,9,Anthony A. Beale
POINT (-87.74793587821061 41.89180975019866),NASH,610092,Network 3,4837 W ERIE ST,60644,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.89180975,-87.74793588,1(773)534-6125,3,AUSTIN,37,Emma M. Mitts
POINT (-87.62093345511654 41.738406594368776),NEIL,610093,Network 12,8555 S MICHIGAN AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7384066,-87.62093346,1(773)535-3000,12,CHATHAM,6,Roderick T. Sawyer
POINT (-87.64456122231692 41.94163655405973),NETTELHORST,610094,Network 4,3252 N BROADWAY ST,60657,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.94163655,-87.64456122,1(773)534-5810,4,LAKE VIEW,44,Thomas Tunney
POINT (-87.64599025179788 41.91394721710463),NEWBERRY,610095,Network 4,700 W WILLOW ST,60614,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.91394722,-87.64599025,1(773)534-8000,4,LINCOLN PARK,43,Michele Smith
POINT (-87.68913886417093 41.79771437860455),NIGHTINGALE,610096,ISP,5250 S ROCKWELL ST,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79771438,-87.68913886,1(773)535-9270,8,GAGE PARK,14,Edward M. Burke
POINT (-87.73142009081249 41.91958145214497),NIXON,610097,Network 4,2121 N KEELER AVE,60639,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.91958145,-87.73142009,1(773)534-4375,4,HERMOSA,35,Rey Colon
